log_filename,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,CO_NPAcharge
27.log,0,0,81.9254,131.2807,213.0396,2222.7983,0,0,1.4303,0.425,0.2397,203.5554,0,0,2.8806,0.9034,1.6568,207.2835,-0.133693,0.16779
28.log,0,0,96.024,139.4434,211.8785,2224.3566,0,0,1.8979,0.483,0.1115,210.6832,0,0,3.7171,0.8056,1.0305,208.5282,-0.156489,0.1739
29.log,0,0,107.9124,146.5754,210.1607,2225.9735,0,0,2.2819,0.5367,0.0771,214.9043,0,0,4.5084,0.691,0.6171,206.0781,-0.175922,0.18004
30.log,0,0,118.1698,152.8756,207.7631,2227.6273,0,0,2.5262,0.5845,0.1129,216.4244,0,0,5.0751,0.5705,0.3891,200.2151,-0.192369,0.18671
31.log,0,0,127.5797,158.4535,204.6565,2229.2548,0,0,2.5966,0.6252,0.1817,215.6358,0,0,5.2886,0.4525,0.2808,191.5571,-0.206135,0.19215
32.log,0,0,136.5411,163.4082,200.9319,2230.7742,0,0,2.4755,0.6584,0.247,213.0921,0,0,5.0635,0.3471,0.221,181.0521,-0.217432,0.19732
33.log,0,0,145.4383,167.8432,196.7893,2232.1213,0,0,2.1696,0.6831,0.2879,209.4858,0,0,4.3962,0.2607,0.1637,169.9207,-0.226316,0.20179
34.log,0,0,154.2374,171.6359,192.3811,2233.2288,0,0,1.7237,0.6981,0.3051,205.5832,0,0,3.3943,0.1931,0.1044,159.5093,-0.232675,0.20543
35.log,0,0,162.5151,174.5644,187.6743,2234.0577,0,0,1.2267,0.7029,0.3244,202.1419,0,0,2.2817,0.1383,0.0844,151.0878,-0.238145,0.20811
36.log,0,0,169.9477,176.5364,182.6612,2234.5813,0,0,0.7777,0.6984,0.4001,199.7638,0,0,1.3152,0.0966,0.1895,145.556,-0.240769,0.20975
37.log,0,0,0,120.4615,243.5181,2215.9447,0,0,0,1.4727,1.0712,81.608,0,0,0,5.6377,3.5605,105.13,0.277754,0.14062
38.log,0,0,7.6266,100.1941,231.1037,2216.0892,0,0,0.1821,0.8972,1.4123,97.4419,0,0,0.7505,3.6281,4.8659,121.4911,0.187163,0.14081
39.log,0,0,45.0995,80.1286,223.9895,2216.5145,0,0,0.1825,0.4951,1.5553,114.6555,0,0,0.8018,2.0851,5.4987,138.2129,0.113686,0.14193
40.log,0,0,63.5151,66.395,219.8745,2217.1498,0,0,0.2906,0.191,1.5034,132.4412,0,0,1.3151,0.7297,5.4731,154.5484,0.053015,0.14408
41.log,0,0,49.7497,83.3135,217.3594,2217.9559,0,0,0.1995,0.2245,1.3132,149.9518,0,0,0.7958,0.8197,4.9999,169.8107,0.002222,0.14722
42.log,0,0,39.9358,98.0518,215.8689,2218.9185,0,0,0.2084,0.2682,1.0373,166.4302,0,0,0.7426,0.8092,4.2409,183.3142,-0.040752,0.15129
43.log,0,23.2078,44.8308,110.8182,214.9087,2220.0631,0,0.0934,0.547,0.3217,0.7304,181.2291,0,0.3213,1.8384,0.7764,3.3411,194.4198,-0.077327,0.1567
44.log,0,17.393,67.2319,121.8416,214.1718,2221.397,0,0.138,0.9588,0.3802,0.4446,193.8435,0,0.3398,2.264,0.7247,2.4359,202.5668,-0.108545,0.16217
45.log,0,9.0403,84.7323,131.4944,213.42,2222.863,0,0.166,1.4432,0.439,0.2264,203.8025,0,0.4065,2.9664,0.6582,1.6384,207.3236,-0.135217,0.16805
46.log,0,0,98.2428,139.9393,212.339,2224.4232,0,0,1.9095,0.4936,0.1036,210.8202,0,0,3.8031,0.5753,1.0278,208.3998,-0.15795,0.17416
47.log,0,0,109.6315,147.3343,210.6621,2226.0321,0,0,2.2868,0.5424,0.0764,214.8899,0,0,4.582,0.4836,0.6314,205.7758,-0.177252,0.18096
48.log,0,0,119.5559,153.9136,208.2966,2227.6826,0,0,2.5203,0.5848,0.1189,216.2788,0,0,5.1272,0.3916,0.4174,199.7696,-0.193532,0.18694
49.log,0,0,128.6645,159.7462,205.1967,2229.3053,0,0,2.5765,0.6211,0.1921,215.3935,0,0,5.3119,0.3059,0.3164,191.0108,-0.207136,0.19259
50.log,0,0,137.2959,164.8547,201.4103,2230.8174,0,0,2.4413,0.6518,0.2584,212.7924,0,0,5.0553,0.2355,0.255,180.4704,-0.21836,0.19751
51.log,0,0,145.7673,169.254,197.1286,2232.1548,0,0,2.1281,0.6759,0.2969,209.1751,0,0,4.3638,0.1833,0.1882,169.377,-0.227391,0.20196
52.log,0,0,154.1759,172.7566,192.565,2233.2533,0,0,1.6846,0.6914,0.311,205.3013,0,0,3.3523,0.1454,0.1184,159.0489,-0.233889,0.20556
53.log,0,0,162.3204,175.2965,187.8316,2234.0793,0,0,1.1952,0.6969,0.3298,201.9202,0,0,2.2408,0.1137,0.0939,150.7212,-0.238005,0.20819
54.log,0,0,169.7566,176.7842,182.814,2234.5924,0,0,0.7567,0.6943,0.4083,199.643,0,0,1.2836,0.0865,0.2012,145.3538,-0.24113,0.20979
55.log,0,0,0,131.4144,246.2984,2216.1717,0,0,0,1.6142,0.9279,81.3385,0,0,0,6.303,3.0177,105.0484,0.286835,0.14091
56.log,0,0,0,111.4056,232.1745,2216.2549,0,0,0,1.0031,1.3048,97.3839,0,0,0,4.1412,4.484,121.6615,0.19175,0.14107
57.log,0,0,38.7701,89.7523,224.2296,2216.6246,0,0,0.1753,0.551,1.4888,114.7645,0,0,0.6682,2.3865,5.2805,138.5497,0.115452,0.14219
58.log,0,0,62.1956,71.5445,219.8383,2217.2308,0,0,0.2014,0.3102,1.4615,132.6776,0,0,0.6514,1.3786,5.3366,154.9422,0.053068,0.14432
59.log,0,0,56.2758,80.7432,217.2693,2218.03,0,0,0.2081,0.2412,1.2854,150.2819,0,0,0.8608,0.6471,4.9068,170.1819,0.001244,0.14745
60.log,0,0,45.5711,96.2197,215.7963,2218.9972,0,0,0.219,0.2876,1.0165,166.8179,0,0,0.817,0.592,4.1764,183.6119,-0.04233,0.15152
61.log,0,28.0196,50.1808,109.4783,214.9115,2220.1365,0,0.0941,0.5537,0.3411,0.7127,181.6131,0,0.3297,1.8939,0.5353,3.2942,194.6024,-0.079238,0.15694
62.log,0,21.8214,70.6085,120.9781,214.2766,2221.4571,0,0.1361,0.9744,0.3972,0.4284,194.1534,0,0.3325,2.355,0.4753,2.4016,202.6029,-0.110599,0.16241
63.log,0,13.9197,87.3728,131.1026,213.6309,2222.9121,0,0.1658,1.4615,0.4523,0.2132,203.9867,0,0.4013,3.0632,0.4141,1.6161,207.1963,-0.137293,0.1683
64.log,0,0,100.443,140.0354,212.6576,2224.4725,0,0,1.9257,0.5025,0.0962,210.8644,0,0,3.8936,0.3481,1.0193,208.111,-0.15996,0.1744
65.log,0,0,111.4214,147.8983,211.0763,2226.0885,0,0,2.2938,0.547,0.0761,214.8281,0,0,4.6563,0.2819,0.6376,205.3405,-0.179117,0.1812
66.log,0,0,120.9768,154.8942,208.7685,2227.7376,0,0,2.5126,0.5856,0.1256,216.1122,0,0,5.1744,0.2225,0.4373,199.212,-0.195173,0.18717
67.log,0,0,129.7209,161.0415,205.6938,2229.3543,0,0,2.5518,0.6183,0.2034,215.1271,0,0,5.3242,0.1724,0.345,190.3738,-0.208455,0.19279
68.log,0,0,137.9972,166.2864,201.8881,2230.8574,0,0,2.4036,0.6452,0.2706,212.462,0,0,5.0359,0.1356,0.2838,179.8155,-0.219236,0.19769
69.log,0,0,146.1065,170.5948,197.5309,2232.1889,0,0,2.0869,0.6655,0.3069,208.835,0,0,4.3278,0.1109,0.2095,168.7686,-0.227743,0.2021
70.log,0,0,154.2161,173.7996,192.8484,2233.2824,0,0,1.6498,0.6788,0.3177,205.0089,0,0,3.3164,0.0945,0.1304,158.5542,-0.234106,0.20567
71.log,0,0,162.2287,175.9008,188.0273,2234.1011,0,0,1.1707,0.686,0.3359,201.7224,0,0,2.2114,0.0815,0.1023,150.4045,-0.239044,0.20827
72.log,0,0,169.5973,176.9773,182.9746,2234.6008,0,0,0.7392,0.6868,0.4174,199.5289,0,0,1.2603,0.0706,0.2115,145.1605,-0.2408,0.20982
73.log,0,0,0,133.7899,246.7513,2216.2402,0,0,0,1.6324,0.8919,81.4628,0,0,0,6.4353,2.8878,105.433,0.28753,0.14102
74.log,0,0,0,113.9791,232.2474,2216.3168,0,0,0,1.0184,1.2735,97.5908,0,0,0,4.2366,4.384,122.1306,0.191476,0.14121
75.log,0,0,36.2321,92.304,224.1468,2216.6813,0,0,0.1727,0.5587,1.4649,115.0207,0,0,0.6327,2.4345,5.2104,139.0516,0.114569,0.14233
76.log,0,0,60.4624,74.2184,219.7215,2217.288,0,0,0.2085,0.3107,1.4428,132.9553,0,0,0.6415,1.3604,5.2802,155.4201,0.051832,0.14448
77.log,0,0,58.0101,80.2192,217.1753,2218.0923,0,0,0.2107,0.2502,1.2692,150.5641,0,0,0.8917,0.5706,4.8545,170.5884,-0.000183,0.14763
78.log,0,0,47.2858,95.6312,215.7343,2219.0605,0,0,0.2282,0.2983,1.0018,167.0775,0,0,0.8873,0.4986,4.127,183.9211,-0.043841,0.15171
79.log,0,29.5623,53.6633,108.9798,214.9094,2220.2024,0,0.0941,0.5637,0.3508,0.6991,181.8157,0,0.3102,1.9582,0.4303,3.2487,194.7916,-0.080779,0.15714
80.log,0,22.8889,73.359,120.6669,214.3552,2221.5208,0,0.1371,0.9882,0.4046,0.4162,194.2739,0,0.3322,2.4216,0.3641,2.3609,202.6513,-0.112138,0.16263
81.log,0,15.3053,89.5214,131.0057,213.7868,2222.9733,0,0.1665,1.4762,0.4573,0.204,204.0105,0,0.3996,3.1424,0.302,1.5824,207.1001,-0.138808,0.16852
82.log,0,4.8597,102.1518,140.1831,212.8862,2224.5382,0,0.1889,1.9344,0.5068,0.0919,210.7931,0,0.4625,3.9685,0.2444,0.9959,207.8746,-0.161436,0.17463
83.log,0,0,112.748,148.2668,211.3592,2226.1487,0,0,2.291,0.5518,0.0776,214.6681,0,0,4.7113,0.1937,0.6266,204.978,-0.180543,0.18142
84.log,0,0,122.0071,155.4441,209.0922,2227.7918,0,0,2.4965,0.5899,0.1322,215.8743,0,0,5.2024,0.1519,0.4377,198.7514,-0.196551,0.18738
85.log,0,0,130.4674,161.7085,206.0371,2229.4059,0,0,2.5243,0.6207,0.2131,214.8347,0,0,5.3231,0.1187,0.3532,189.8545,-0.209797,0.19299
86.log,0,0,138.4964,166.9765,202.2249,2230.8981,0,0,2.3697,0.6435,0.2809,212.1478,0,0,5.0129,0.094,0.2939,179.2859,-0.220568,0.19786
87.log,0,0,146.4031,171.2237,197.849,2232.2233,0,0,2.053,0.6586,0.3158,208.5363,0,0,4.2945,0.0766,0.2167,168.2812,-0.229089,0.20224
88.log,0,0,154.3766,174.3076,193.1587,2233.3129,0,0,1.6205,0.6682,0.3253,204.7563,0,0,3.2835,0.0651,0.1335,158.1408,-0.235269,0.20578
89.log,0,0,162.2478,176.191,188.3223,2234.126,0,0,1.1473,0.6742,0.3431,201.5191,0,0,2.1836,0.0587,0.1043,150.0639,-0.238701,0.20834
90.log,0,0,169.5178,177.1098,183.1806,2234.6071,0,0,0.7229,0.6791,0.4271,199.4327,0,0,1.2442,0.0562,0.2162,145.0069,-0.240113,0.20986
91.log,0,0,0,127.7186,244.3998,2216.113,0,0,0,1.5222,0.9762,82.0502,0,0,0,5.9979,3.2359,106.3941,0.277475,0.14093
92.log,0,0,0,107.786,231.1761,2216.2468,0,0,0,0.9362,1.3311,98.0801,0,0,0,3.8882,4.6198,122.9569,0.184532,0.14116
93.log,0,0,39.3345,87.1492,223.6916,2216.668,0,0,0.1753,0.5143,1.4923,115.4098,0,0,0.723,2.2183,5.3259,139.7447,0.109583,0.14233
94.log,0,0,60.9371,71.8729,219.5334,2217.3069,0,0,0.2199,0.2796,1.4511,133.2342,0,0,0.896,1.1147,5.3271,156.0049,0.048048,0.14453
95.log,0,0,54.7281,82.0899,217.1026,2218.1153,0,0,0.2077,0.2432,1.267,150.7057,0,0,0.9063,0.6368,4.8619,171.0846,-0.003196,0.14773
96.log,0,0,45.7393,97.1521,215.7437,2219.0814,0,0,0.2406,0.2905,0.9943,167.0797,0,0,0.9834,0.5964,4.1069,184.3152,-0.046337,0.15186
97.log,0,27.9233,55.6817,110.3011,214.9653,2220.2387,0,0.0975,0.5723,0.3433,0.69,181.7088,0,0.2918,1.9658,0.5387,3.2121,195.0703,-0.082892,0.15732
98.log,0,21.0272,74.8706,121.7335,214.4144,2221.5671,0,0.1397,0.9944,0.3992,0.4093,194.0936,0,0.3377,2.4252,0.4731,2.3174,202.8093,-0.113953,0.16281
99.log,0,13.6488,90.504,131.769,213.8522,2223.0341,0,0.1666,1.4761,0.4555,0.2007,203.7969,0,0.4011,3.1619,0.4053,1.54,207.1318,-0.140368,0.16871
100.log,0,0,102.7084,140.651,212.9526,2224.6104,0,0,1.9247,0.5095,0.092,210.5519,0,0,3.9893,0.3396,0.9595,207.7776,-0.162759,0.17482
101.log,0,0,113.1255,148.4412,211.4295,2226.2055,0,0,2.2726,0.5581,0.0808,214.3696,0,0,4.7232,0.2782,0.5986,204.7548,-0.181636,0.1816
102.log,0,0,122.2721,155.3581,209.1809,2227.8412,0,0,2.4717,0.5978,0.1374,215.5371,0,0,5.1997,0.2214,0.417,198.4213,-0.1974,0.18755
103.log,0,0,130.6819,161.4576,206.1621,2229.4592,0,0,2.4964,0.6278,0.2197,214.4962,0,0,5.3061,0.1716,0.3381,189.4506,-0.21038,0.19315
104.log,0,0,138.701,166.664,202.4169,2230.944,0,0,2.3408,0.6477,0.2886,211.8306,0,0,4.985,0.1294,0.2831,178.8425,-0.220856,0.198
105.log,0,0,146.6182,170.9354,198.1332,2232.2638,0,0,2.0236,0.6584,0.3241,208.2478,0,0,4.259,0.0953,0.2087,167.8315,-0.229103,0.20236
106.log,0,0,154.5743,174.1008,193.5172,2233.3455,0,0,1.5917,0.6634,0.3342,204.5025,0,0,3.2463,0.0701,0.1266,157.7268,-0.235439,0.20588
107.log,0,0,162.3278,176.0894,188.6412,2234.1442,0,0,1.1228,0.6671,0.3521,201.3236,0,0,2.155,0.054,0.0979,149.7327,-0.23967,0.20841
108.log,0,0,169.4847,177.1189,183.4006,2234.6127,0,0,0.7077,0.6736,0.4355,199.354,0,0,1.2307,0.0477,0.2162,144.8908,-0.240423,0.20989
109.log,0,0,0,113.2099,240.5251,2215.8764,0,0,0,1.3142,1.1402,82.9276,0,0,0,5.1032,3.8967,107.6082,0.260782,0.14068
110.log,0,0,15.8126,93.7636,229.3809,2216.0974,0,0,0.1755,0.7909,1.4401,98.7734,0,0,0.8157,3.2218,5.0476,123.887,0.17345,0.14099
111.log,0,0,45.6856,76.133,222.9472,2216.5819,0,0,0.192,0.4328,1.5472,115.9083,0,0,0.9515,1.7995,5.5362,140.4414,0.10206,0.14225
112.log,0,0,56.5221,70.624,219.1654,2217.2604,0,0,0.2578,0.2072,1.4741,133.5352,0,0,1.2649,0.7757,5.4258,156.5328,0.042764,0.14451
113.log,0,0,46.5611,85.2612,216.8821,2218.1056,0,0,0.2001,0.2298,1.2715,150.8249,0,0,0.8757,0.8245,4.8981,171.4702,-0.007078,0.14777
114.log,0,0,40.8128,99.579,215.5959,2219.0831,0,0,0.2538,0.2755,0.9904,167.0097,0,0,1.0694,0.8254,4.1016,184.5728,-0.049345,0.15194
115.log,0,22.5497,55.5919,112.1586,214.8694,2220.2714,0,0.1022,0.5833,0.3287,0.683,181.4954,0,0.2915,1.917,0.7864,3.1831,195.2086,-0.08534,0.15743
116.log,0,16.6155,75.2713,123.056,214.3635,2221.6084,0,0.1385,1.0051,0.3871,0.4034,193.7717,0,0.3412,2.3908,0.7243,2.2751,202.8423,-0.116035,0.16294
117.log,0,8.9734,90.3467,132.5776,213.7857,2223.0658,0,0.166,1.476,0.4474,0.1993,203.3905,0,0.4033,3.1373,0.6478,1.4945,207.0548,-0.14218,0.16885
118.log,0,0,102.466,140.9938,212.872,2224.647,0,0,1.914,0.506,0.0939,210.1106,0,0,3.9675,0.5633,0.9164,207.595,-0.164367,0.17496
119.log,0,0,112.8736,148.3104,211.3539,2226.2435,0,0,2.2544,0.5592,0.0846,213.9459,0,0,4.6994,0.4746,0.5595,204.4899,-0.183086,0.18175
120.log,0,0,121.9514,154.785,209.0933,2227.8809,0,0,2.4494,0.6028,0.142,215.151,0,0,5.1718,0.3844,0.3822,198.0913,-0.198716,0.18769
121.log,0,0,130.4028,160.5679,206.079,2229.5057,0,0,2.4737,0.6352,0.2245,214.1544,0,0,5.2756,0.2982,0.3074,189.0772,-0.211562,0.19327
122.log,0,0,138.5382,165.6016,202.3878,2230.982,0,0,2.3191,0.6557,0.2942,211.5323,0,0,4.9514,0.2198,0.2579,178.445,-0.221848,0.19811
123.log,0,0,146.6498,169.8978,198.2218,2232.295,0,0,2.0003,0.6651,0.3316,207.9915,0,0,4.2208,0.1531,0.1908,167.435,-0.229705,0.20246
124.log,0,0,154.7486,173.3135,193.7446,2233.3694,0,0,1.566,0.6669,0.3429,204.295,0,0,3.2074,0.1006,0.1143,157.3774,-0.235164,0.20594
125.log,0,0,162.5163,175.7428,188.9525,2234.1584,0,0,1.0987,0.6673,0.3606,201.1875,0,0,2.128,0.0636,0.0874,149.5102,-0.238505,0.20846
126.log,0,0,169.4795,177.0455,183.6126,2234.6179,0,0,0.6931,0.6714,0.4418,199.2904,0,0,1.2185,0.045,0.2126,144.8009,-0.241174,0.20992
127.log,0,0,0,91.1056,236.8741,2215.6476,0,0,0,1.0715,1.314,83.7872,0,0,0,4.0373,4.583,108.7912,0.246459,0.14042
128.log,0,0,32.6476,74.6764,227.7074,2215.9803,0,0,0.2092,0.6246,1.5476,99.4984,0,0,0.9767,2.4374,5.4622,124.7691,0.164576,0.1408
129.log,0,0,49.0644,64.3884,222.2381,2216.5158,0,0,0.2728,0.2866,1.601,116.4683,0,0,1.3673,1.1379,5.7465,141.1033,0.096662,0.14212
130.log,0,0,45.0022,73.6315,218.8019,2217.2109,0,0,0.2451,0.1867,1.498,133.9053,0,0,1.0916,0.9183,5.5315,157.0418,0.039595,0.14446
131.log,0,0,36.4393,88.3023,216.6861,2218.0779,0,0,0.1922,0.2212,1.2774,151.0337,0,0,0.7914,1.0248,4.941,171.8458,-0.008846,0.14779
132.log,0,0,34.675,101.7357,215.467,2219.0856,0,0,0.2732,0.2664,0.9867,167.0806,0,0,1.181,1.0535,4.1078,184.8366,-0.050227,0.15201
133.log,0,14.0912,54.9224,113.593,214.7563,2220.3066,0,0.1078,0.5966,0.3195,0.6763,181.444,0,0.2968,1.8648,1.0308,3.1666,195.3804,-0.085645,0.15751
134.log,0,8.4633,74.6441,123.9494,214.239,2221.6367,0,0.1391,1.0198,0.3784,0.3994,193.5791,0,0.3449,2.3522,0.9727,2.2467,202.929,-0.115966,0.16304
135.log,0,0,89.5794,133.0474,213.6481,2223.086,0,0,1.4842,0.44,0.1988,203.0929,0,0,3.1076,0.8879,1.4608,207.0616,-0.141861,0.16896
136.log,0,0,101.9101,141.1138,212.7117,2224.6815,0,0,1.9146,0.5008,0.0961,209.7932,0,0,3.9457,0.7855,0.8809,207.5358,-0.163885,0.17508
137.log,0,0,112.2768,148.078,211.1438,2226.2823,0,0,2.2466,0.5571,0.0879,213.6542,0,0,4.6753,0.6709,0.5239,204.3836,-0.182491,0.18187
138.log,0,0,121.4193,154.2191,208.874,2227.9192,0,0,2.4372,0.6048,0.1448,214.8941,0,0,5.1457,0.5499,0.3465,197.9428,-0.198062,0.1878
139.log,0,0,129.9993,159.7136,205.8919,2229.5466,0,0,2.4605,0.6411,0.2272,213.9314,0,0,5.2489,0.4301,0.274,188.8959,-0.21092,0.19315
140.log,0,0,138.3047,164.5352,202.2665,2231.0126,0,0,2.3055,0.6644,0.2975,211.3455,0,0,4.9244,0.3173,0.2301,178.2483,-0.221323,0.1982
141.log,0,0,146.6622,168.8268,198.2394,2232.3208,0,0,1.9836,0.6747,0.3367,207.8388,0,0,4.191,0.2178,0.1719,167.2409,-0.229478,0.20253
142.log,0,0,154.9552,172.4912,193.9302,2233.3912,0,0,1.5444,0.6752,0.3495,204.1724,0,0,3.1763,0.1368,0.1027,157.2072,-0.235536,0.20601
143.log,0,0,162.6986,175.3162,189.2145,2234.1722,0,0,1.0771,0.6722,0.3663,201.0984,0,0,2.1045,0.0779,0.078,149.3878,-0.239552,0.2085
144.log,0,0,169.4934,176.9654,183.7844,2234.6223,0,0,0.6805,0.6714,0.446,199.24,0,0,1.2081,0.0453,0.2084,144.738,-0.241158,0.20994
145.log,0,0,38.2717,68.0224,234.9713,2215.5264,0,0,0.189,0.9843,1.4125,84.3034,0,0,0.6626,3.6163,4.963,109.5241,0.237118,0.14028
146.log,0,0,45.0029,56.6255,226.86,2215.9306,0,0,0.2369,0.5166,1.6043,99.9759,0,0,1.0132,1.9645,5.6829,125.3627,0.158208,0.14071
147.log,0,0,43.3424,61.4912,221.7947,2216.4938,0,0,0.3536,0.1617,1.6307,116.8703,0,0,1.4161,0.855,5.8741,141.5868,0.092225,0.14208
148.log,0,0,35.8364,76.1435,218.6124,2217.1815,0,0,0.2326,0.1817,1.5095,134.1938,0,0,0.9331,1.0305,5.5923,157.4207,0.036338,0.14446
149.log,0,0,29.8513,90.2923,216.621,2218.0522,0,0,0.1903,0.2177,1.2789,151.2081,0,0,0.7539,1.1405,4.9624,172.1343,-0.011358,0.14782
150.log,0,0,29.8084,103.095,215.4064,2219.0971,0,0,0.2885,0.2632,0.9828,167.1961,0,0,1.2461,1.1818,4.109,185.0449,-0.052219,0.15259
151.log,0,6.4932,54.024,114.5256,214.6942,2220.3359,0,0.1109,0.6059,0.3163,0.6712,181.4949,0,0.2994,1.8379,1.1685,3.1557,195.5223,-0.087301,0.15803
152.log,0,0,74.3253,124.5441,214.2288,2221.658,0,0,1.0311,0.3749,0.3951,193.5388,0,0,2.3353,1.1122,2.2291,203.0192,-0.117399,0.16353
153.log,0,0,89.6615,133.4038,213.6898,2223.1059,0,0,1.4936,0.4364,0.1963,202.9784,0,0,3.0991,1.0233,1.4394,207.1077,-0.143136,0.16941
154.log,0,0,101.9595,141.2923,212.7583,2224.7105,0,0,1.9189,0.4974,0.0961,209.6387,0,0,3.9388,0.9107,0.8587,207.5472,-0.165028,0.1755
155.log,0,0,112.1296,148.0548,211.1687,2226.3098,0,0,2.2452,0.5548,0.0898,213.4974,0,0,4.6666,0.7815,0.5023,204.3566,-0.18351,0.18194
156.log,0,0,121.2569,154.005,208.8608,2227.9447,0,0,2.431,0.6046,0.1475,214.7469,0,0,5.1348,0.644,0.3262,197.8812,-0.198964,0.18764
157.log,0,0,129.7919,159.3191,205.8425,2229.5739,0,0,2.4517,0.6433,0.2295,213.7939,0,0,5.234,0.5063,0.2549,188.8108,-0.211704,0.19323
158.log,0,0,138.153,163.9908,202.2355,2231.0336,0,0,2.2953,0.6689,0.2996,211.2238,0,0,4.9069,0.3752,0.2142,178.1496,-0.221979,0.19827
159.log,0,0,146.6707,168.2398,198.2837,2232.3403,0,0,1.9708,0.6807,0.3398,207.7356,0,0,4.1706,0.2575,0.1614,167.1375,-0.22997,0.20258
160.log,0,0,155.0846,172.0205,194.0536,2233.4086,0,0,1.5281,0.6814,0.3533,204.0863,0,0,3.1544,0.1596,0.0964,157.1094,-0.235783,0.20605
161.log,0,0,162.8155,175.0877,189.3735,2234.183,0,0,1.0612,0.6764,0.3694,201.0325,0,0,2.0871,0.0874,0.0729,149.3091,-0.239485,0.20853
162.log,0,0,169.4955,176.9307,183.8887,2234.6254,0,0,0.6719,0.6717,0.4484,199.2015,0,0,1.1998,0.046,0.206,144.6824,-0.241159,0.20996
1.log,0,0,7.4757,43.1031,191.6171,2218.6744,0,0,0.2249,0.243,0.3047,71.981,0,0,0.6573,0.7712,2.1315,84.7559,0.126465,0.13198
2.log,0,0,24.3063,42.4364,180.4322,2218.8697,0,0,0.2454,0.1374,0.3942,84.7059,0,0,0.7216,0.5269,2.6897,98.6227,0.06594,0.13232
3.log,0,0,23.1767,53.8578,172.3477,2219.1963,0,0,0.1995,0.1275,0.4459,98.8442,0,0,0.5022,0.6808,3.0674,113.0085,0.014518,0.13358
4.log,0,0,19.1178,68.2091,166.4616,2219.6719,0,0,0.1562,0.1466,0.4482,113.6726,0,0,0.3446,0.8491,3.2347,127.1477,-0.029764,0.13579
5.log,0,0,15.1453,81.9677,162.1714,2220.3056,0,0,0.1298,0.1746,0.401,128.4275,0,0,0.2632,0.9583,3.1997,140.3353,-0.068257,0.13892
6.log,0,0,11.7171,94.4158,159.0747,2221.0956,0,0,0.1104,0.2118,0.3131,142.4182,0,0,0.2265,1.0086,2.9925,151.9135,-0.101907,0.1434
7.log,0,0,12.1149,105.5073,156.9905,2222.0163,0,0,0.0854,0.2569,0.2004,155.0002,0,0,0.2296,1.0126,2.6371,161.2804,-0.131413,0.14799
8.log,0,0,32.2805,115.31,155.8339,2223.0465,0,0,0.6081,0.3069,0.0884,165.6563,0,0,1.486,0.9789,2.1706,167.8903,-0.157303,0.15311
9.log,0,0,63.0774,124.0022,155.5274,2224.1851,0,0,1.3469,0.3582,0.016,174.0402,0,0,2.5503,0.9145,1.6575,171.3334,-0.180009,0.15855
10.log,0,0,83.0494,131.6592,155.9317,2225.4243,0,0,1.7589,0.408,0.0287,179.9309,0,0,3.2342,0.8209,1.1972,171.416,-0.199863,0.16417
11.log,0,0,97.2388,138.3342,156.8451,2226.7146,0,0,1.9808,0.4592,0.1588,183.3199,0,0,3.811,0.7094,0.9021,168.1857,-0.217127,0.16943
12.log,0,0,108.0184,144.2051,158.1246,2228.0376,0,0,1.971,0.5181,0.4012,184.3974,0,0,4.0747,0.6049,0.8374,161.9939,-0.232016,0.17559
13.log,0,0,116.5085,149.4201,159.5534,2229.3432,0,0,1.7238,0.5977,0.6966,183.5133,0,0,3.8784,0.5427,0.9623,153.4882,-0.244694,0.18073
14.log,0,0,123.3548,154.0832,161.0867,2230.5637,0,0,1.294,0.7021,0.9489,181.1635,0,0,3.2271,0.551,1.1282,143.5838,-0.255289,0.18536
15.log,0,0,128.8548,158.3374,162.9286,2231.6499,0,0,0.7912,0.8142,1.0611,177.9454,0,0,2.2961,0.6174,1.1465,133.3786,-0.263939,0.18937
16.log,0,0,132.9116,162.2115,165.1705,2232.5453,0,0,0.3684,0.8591,1.0038,174.5043,0,0,1.4007,0.6164,0.9335,124.014,-0.271199,0.19263
17.log,0,0,135.4997,165.5171,167.3932,2233.227,0,0,0.1266,0.8014,0.824,171.4981,0,0,0.8024,0.4713,0.5454,116.576,-0.276711,0.19505
18.log,0,0,136.8128,167.8055,168.7855,2233.6532,0,0,0.0318,0.7028,0.642,169.4234,0,0,0.511,0.2757,0.1828,111.7316,-0.279876,0.19653
19.log,0,0,0,60.6398,194.4375,2218.7617,0,0,0,0.3731,0.2668,71.89,0,0,0,1.429,1.8291,85.0033,0.1316,0.13217
20.log,0,0,24.7173,51.3547,181.7784,2218.9281,0,0,0.1773,0.2506,0.3637,84.7477,0,0,0.7115,0.8684,2.4692,99.0032,0.068225,0.13251
21.log,0,0,35.4806,52.497,172.9376,2219.2604,0,0,0.2183,0.1352,0.4233,99.0048,0,0,0.7158,0.6119,2.9195,113.4391,0.01498,0.13378
22.log,0,0,30.1598,67.0771,166.6386,2219.7386,0,0,0.1687,0.1501,0.4324,113.9068,0,0,0.4331,0.7772,3.1422,127.5876,-0.030449,0.136
23.log,0,0,25.069,81.6022,162.2083,2220.3418,0,0,0.1376,0.1786,0.3904,128.6645,0,0,0.3046,0.8612,3.1385,140.7469,-0.069651,0.13913
