log_filename,Cu-C length,C-O length,freq1,freq2,freq3,freq4,freq5,freq6,IR1,IR2,IR3,IR4,IR5,IR6,raman1,raman2,raman3,raman4,raman5,raman6,adsorp_energy,C_NPA_charge,O_NPA_charge,CO_NPA_charge
660.log,2.739999,1.107239,0,0,0,30.9254,109.4569,2371.16,0,0,0,0.0558,0.1385,95.9851,0,0,0,0.1145,0.3454,27.9581,-0.010117,0.5105,-0.44924,0.06126
661.log,2.739999,1.107678,0,0,0,29.5763,110.2835,2367.3485,0,0,0,0.0545,0.1375,93.6192,0,0,0,0.1144,0.3531,26.9833,-0.008061,0.50956,-0.44939,0.06017
662.log,2.74,1.108125,0,0,0,28.1751,111.1793,2363.5091,0,0,0,0.0535,0.1368,91.1488,0,0,0,0.1142,0.3599,25.9631,-0.006117,0.50867,-0.44955,0.05912
663.log,2.74,1.108577,0,0,0,26.7186,112.1427,2359.6255,0,0,0,0.0527,0.1366,88.5924,0,0,0,0.1137,0.3657,24.9072,-0.004274,0.50786,-0.44973,0.05813
664.log,2.74,1.109034,0,0,0,25.2006,113.1768,2355.7102,0,0,0,0.0522,0.1368,85.9676,0,0,0,0.1131,0.3705,23.823,-0.002517,0.50712,-0.44992,0.0572
665.log,2.74,1.109496,0,0,0,23.6179,114.2906,2351.8062,0,0,0,0.052,0.1375,83.2917,0,0,0,0.1123,0.3741,22.7158,-0.000835,0.50646,-0.45014,0.05632
666.log,2.739999,1.109961,0,0,0,21.9733,115.4845,2347.8776,0,0,0,0.052,0.1388,80.588,0,0,0,0.1115,0.3764,21.5908,0.000788,0.5059,-0.45039,0.05551
667.log,2.74,1.110431,0,0,0,20.2552,116.7511,2343.9115,0,0,0,0.0523,0.1405,77.8852,0,0,0,0.1106,0.377,20.4579,0.002366,0.50545,-0.45067,0.05478
668.log,2.74,1.110903,0,0,0,18.4251,118.1231,2339.9879,0,0,0,0.0529,0.1429,75.2102,0,0,0,0.1095,0.376,19.3312,0.003909,0.50512,-0.45099,0.05413
669.log,2.739999,1.111378,0,0,0,16.4011,119.605,2336.0399,0,0,0,0.054,0.1459,72.5872,0,0,0,0.1082,0.3731,18.2197,0.005444,0.50492,-0.45136,0.05356
670.log,2.74,1.111855,0,0,0,14.0367,121.1866,2332.1004,0,0,0,0.0556,0.1495,70.0346,0,0,0,0.1068,0.3677,17.1332,0.006998,0.50486,-0.45178,0.05308
671.log,2.740001,1.112333,0,0,0,11.2709,122.8536,2328.1789,0,0,0,0.0574,0.1536,67.571,0,0,0,0.1055,0.36,16.0821,0.008603,0.50495,-0.45225,0.0527
672.log,2.740001,1.112812,0,0,0,8.1468,124.5963,2324.3093,0,0,0,0.0592,0.1589,65.2413,0,0,0,0.1044,0.3507,15.0805,0.010338,0.50521,-0.4528,0.05241
673.log,2.74,1.11329,0,0,0,4.154,126.4558,2320.4226,0,0,0,0.061,0.1656,63.0681,0,0,0,0.1033,0.339,14.1304,0.012234,0.50564,-0.45343,0.05221
674.log,2.740001,1.113767,0,0,0,0,128.4994,2316.5893,0,0,0,0,0.1735,61.0744,0,0,0,0,0.3255,13.2302,0.014203,0.50626,-0.45414,0.05212
675.log,2.74,1.114244,0,0,0,0,130.7265,2312.7879,0,0,0,0,0.1825,59.2827,0,0,0,0,0.3106,12.3939,0.016334,0.50708,-0.45494,0.05214
001.log,2.499999,1.12622,0,0,10.611,81.232,198.4412,2218.4973,0,0,0.0493,0.2779,0.4136,106.1981,0,0,0.1081,0.4432,1.3607,42.4138,0.054391,0.53076,-0.44675,0.08401
002.log,2.500001,1.12622,0,0,7.2204,91.727,195.0828,2219.6846,0,0,0.0421,0.2975,0.4147,113.2023,0,0,0.1259,0.417,1.2408,45.2364,0.039609,0.5357,-0.4477,0.088
003.log,2.5,1.12622,0,0,5.6851,101.0491,191.993,2220.8944,0,0,0.0504,0.3235,0.4089,118.9789,0,0,0.1493,0.3865,1.1219,47.3853,0.025078,0.54085,-0.44863,0.09222
004.log,2.5,1.12622,0,0,9.5263,109.2249,189.3644,2222.1615,0,0,0.0868,0.3484,0.3963,123.4357,0,0,0.1755,0.3512,1.0112,48.8339,0.010602,0.54603,-0.44952,0.09651
005.log,2.5,1.12622,0,0,16.3808,116.1802,187.3172,2223.3483,0,0,0.1944,0.3636,0.3791,126.6026,0,0,0.208,0.3111,0.9108,49.6058,-0.0039,0.55108,-0.45035,0.10073
006.log,2.5,1.12622,0,0,26.9136,122.0655,186.0002,2224.4754,0,0,0.5309,0.3609,0.3623,128.6015,0,0,0.2807,0.2656,0.822,49.7836,-0.018424,0.55585,-0.45111,0.10474
007.log,2.5,1.12622,0,0,44.9348,127.0377,185.4869,2225.5701,0,0,1.4554,0.3364,0.3526,129.633,0,0,0.5283,0.2146,0.7449,49.5056,-0.032892,0.56023,-0.4518,0.10843
008.log,2.5,1.12622,0,0,68.6376,131.2912,185.6964,2226.5061,0,0,2.1896,0.296,0.3563,129.9499,0,0,0.7879,0.1605,0.6804,48.9417,-0.047172,0.56411,-0.45241,0.1117
009.log,2.5,1.12622,0,0,89.0229,135.479,186.5152,2227.2602,0,0,2.1914,0.2727,0.3759,129.8176,0,0,0.7959,0.1135,0.6305,48.2664,-0.061097,0.56738,-0.45293,0.11445
010.log,2.5,1.12622,0,0,103.6603,140.6189,187.891,2227.9042,0,0,1.8811,0.3355,0.4092,129.4796,0,0,0.6703,0.0961,0.5972,47.6352,-0.074488,0.56999,-0.45337,0.11662
011.log,2.499999,1.12622,0,0,112.573,147.3046,189.7217,2228.4088,0,0,1.4369,0.5039,0.449,129.1261,0,0,0.4886,0.1183,0.5793,47.1684,-0.087152,0.57188,-0.45371,0.11817
012.log,2.5,1.12622,0,0,117.0057,154.6075,191.9333,2228.6936,0,0,1.036,0.6732,0.4842,128.8816,0,0,0.3225,0.1564,0.5718,46.9417,-0.09888,0.57302,-0.45394,0.11908
013.log,2.500001,1.12622,0,0,118.9236,161.0235,194.6139,2228.7927,0,0,0.7491,0.8028,0.5031,128.7923,0,0,0.2022,0.2146,0.5688,46.9814,-0.109446,0.57338,-0.45404,0.11934
014.log,2.499999,1.126221,0,0,119.5174,165.5052,197.8209,2228.7531,0,0,0.5495,0.9235,0.5004,128.8289,0,0,0.1209,0.3118,0.5723,47.2669,-0.118599,0.57297,-0.45399,0.11898
015.log,2.5,1.126221,0,2.4295,119.3995,167.836,201.3654,2228.5595,0,0.0794,0.4043,1.0516,0.4807,128.8952,0,0.3535,0.0697,0.4429,0.5981,47.7354,-0.126083,0.5718,-0.45378,0.11802
016.log,2.5,1.12622,0,6.0597,118.8311,168.1782,204.8921,2228.1875,0,0.0669,0.2944,1.1807,0.4516,128.8421,0,0.3643,0.0443,0.5859,0.6618,48.2908,-0.131652,0.56989,-0.45339,0.1165
017.log,2.500001,1.12622,0,6.4737,117.9689,166.9345,208.0753,2227.6921,0,0.0512,0.2097,1.2975,0.4155,128.4812,0,0.3766,0.0443,0.7211,0.7641,48.8154,-0.13508,0.56729,-0.4528,0.11449
018.log,2.5,1.126221,0,5.096,116.7947,164.3029,210.6325,2227.0606,0,0.0278,0.1459,1.3883,0.371,127.6021,0,0.3932,0.0708,0.8327,0.8931,49.1818,-0.136147,0.56404,-0.45199,0.11205
019.log,2.499999,1.12622,0,0,10.611,81.232,198.4412,2218.4973,0,0,0.0493,0.2779,0.4136,106.1981,0,0,0.1081,0.4432,1.3607,42.4138,0.054391,0.53076,-0.44675,0.08401
020.log,2.5,1.12622,0,0,13.8154,87.7836,196.5473,2219.5005,0,0,0.0441,0.2895,0.4237,109.1258,0,0,0.1144,0.428,1.293,44.1383,0.03968,0.53411,-0.44693,0.08718
021.log,2.5,1.12622,0,0,16.7243,93.6242,195.1543,2220.4911,0,0,0.0419,0.3029,0.4315,111.16,0,0,0.123,0.4061,1.2483,45.402,0.024623,0.53752,-0.44715,0.09037
022.log,2.5,1.126221,0,0,20.1699,98.6558,194.3669,2221.409,0,0,0.044,0.3154,0.4392,112.3596,0,0,0.1355,0.38,1.2307,46.2587,0.009285,0.54086,-0.4474,0.09346
023.log,2.5,1.126221,0,0,24.574,102.957,194.2582,2222.2808,0,0,0.0626,0.3266,0.4488,112.8378,0,0,0.1611,0.3511,1.2411,46.7839,-0.006222,0.54403,-0.44764,0.09639
024.log,2.5,1.126219,0,0,31.4985,106.4923,194.824,2223.0419,0,0,0.1944,0.3359,0.4613,112.7275,0,0,0.2546,0.3203,1.2781,47.0621,-0.021746,0.54692,-0.44788,0.09904
025.log,2.5,1.12622,0,0,46.4138,109.4492,196.0558,2223.7156,0,0,0.882,0.3486,0.4766,112.1667,0,0,0.6272,0.2871,1.3392,47.1808,-0.037111,0.54946,-0.44808,0.10138
026.log,2.5,1.12622,0,16.631,68.0854,111.9369,197.8671,2224.261,0,0.5093,1.3704,0.3735,0.4933,111.289,0,0.2243,0.9332,0.2508,1.4209,47.2207,-0.052121,0.55156,-0.44824,0.10332
027.log,2.499999,1.12622,0,23.6735,86.6329,114.3127,200.1757,2224.7096,0,0.3587,1.2595,0.4409,0.5085,110.2055,0,0.1764,1.0058,0.2107,1.5186,47.245,-0.066566,0.55318,-0.44834,0.10484
028.log,2.5,1.12622,0,27.8591,100.4437,117.1089,202.8273,2225.017,0,0.2984,0.8987,0.6213,0.5194,108.9984,0,0.1583,1.0047,0.1891,1.6282,47.2924,-0.08022,0.55427,-0.44836,0.10591
029.log,2.5,1.12622,0,31.0293,109.0901,121.7463,205.6911,2225.2531,0,0.2707,0.3841,0.9327,0.5227,107.7143,0,0.1498,0.8596,0.3052,1.7452,47.3745,-0.092846,0.5548,-0.44828,0.10652
030.log,2.500001,1.12622,0,33.6457,113.1798,128.1724,208.4599,2225.3286,0,0.2553,0.1211,1.0033,0.5169,106.365,0,0.1454,0.6404,0.4993,1.8671,47.479,-0.104176,0.55476,-0.44809,0.10667
031.log,2.500001,1.126219,0,35.8844,115.3531,134.4218,210.9814,2225.3616,0,0.2458,0.0585,0.8964,0.5024,104.9288,0,0.1431,0.5264,0.5943,1.9919,47.5748,-0.113918,0.55413,-0.44775,0.10638
032.log,2.5,1.12622,0,37.7757,116.9145,139.4103,212.9067,2225.2486,0,0.2383,0.0385,0.7746,0.4808,103.3592,0,0.1422,0.4755,0.6305,2.1174,47.6185,-0.121765,0.55293,-0.44726,0.10567
033.log,2.5,1.12622,0,39.356,118.2631,143.1481,214.0543,2225.0582,0,0.2311,0.027,0.6709,0.4559,101.5932,0,0.1422,0.453,0.641,2.24,47.5591,-0.127419,0.55116,-0.44659,0.10457
034.log,2.5,1.12622,0,40.6171,119.5191,145.7136,214.3611,2224.811,0,0.2233,0.0178,0.5898,0.4305,99.5611,0,0.1428,0.4462,0.6387,2.3533,47.3444,-0.130611,0.54887,-0.44572,0.10315
035.log,2.5,1.12622,0,41.5197,120.6495,147.143,213.6399,2224.4039,0,0.2137,0.0096,0.5297,0.4085,97.1932,0,0.144,0.4501,0.6304,2.449,46.9257,-0.13108,0.54608,-0.44464,0.10144
036.log,2.5,1.12622,0,42.0815,121.7461,147.7439,212.1222,2223.9844,0,0.2016,0.0035,0.4874,0.3934,94.4297,0,0.1455,0.4619,0.623,2.5176,46.2582,-0.128572,0.54283,-0.44333,0.0995
037.log,2.499999,1.12622,0,0,10.611,81.232,198.4412,2218.4973,0,0,0.0493,0.2779,0.4136,106.1981,0,0,0.1081,0.4432,1.3607,42.4138,0.054391,0.53076,-0.44675,0.08401
038.log,2.500001,1.126219,0,0,17.7189,81.6791,198.6208,2218.9087,0,0,0.0592,0.2766,0.4277,103.9654,0,0,0.1031,0.4572,1.3616,42.4783,0.046045,0.53118,-0.446,0.08518
039.log,2.5,1.12622,0,0,22.512,83.1423,199.1538,2219.2353,0,0,0.0901,0.2691,0.4408,101.5,0,0,0.0997,0.4844,1.383,42.63,0.038148,0.53135,-0.44517,0.08618
040.log,2.5,1.126221,0,0,26.1978,85.8412,200.0127,2219.4146,0,0,0.1446,0.2573,0.4523,98.8883,0,0,0.1008,0.5208,1.4234,42.9225,0.030902,0.53125,-0.44425,0.087
041.log,2.5,1.12622,0,0,29.7844,89.9324,201.2104,2219.4866,0,0,0.2208,0.2409,0.4619,96.2043,0,0,0.1104,0.5623,1.4818,43.394,0.024511,0.53086,-0.44324,0.08762
042.log,2.5,1.12622,0,0,33.9306,95.3358,202.7238,2219.4714,0,0,0.3158,0.2212,0.4693,93.5038,0,0,0.1324,0.604,1.5546,44.0594,0.019185,0.53017,-0.44213,0.08804
043.log,2.5,1.126219,0,0,38.9963,101.5395,204.3716,2219.3128,0,0,0.4331,0.2002,0.4731,90.8241,0,0,0.1711,0.6407,1.6339,44.9048,0.015146,0.52918,-0.44094,0.08824
044.log,2.5,1.12622,0,0,45.3092,108.4036,206.1885,2219.1463,0,0,0.5842,0.1759,0.4745,88.1781,0,0,0.2372,0.6673,1.7161,45.8933,0.012629,0.52787,-0.43965,0.08822
045.log,2.5,1.12622,0,0,53.0092,115.6144,208.0145,2218.886,0,0,0.7594,0.1512,0.4732,85.539,0,0,0.3411,0.6834,1.7892,46.9717,0.011908,0.52626,-0.43827,0.08799
046.log,2.499999,1.126221,0,0,62.2603,123.6487,209.8423,2218.5336,0,0,0.9172,0.1262,0.4727,82.8846,0,0,0.4714,0.6912,1.8519,48.0626,0.013297,0.52434,-0.4368,0.08754
047.log,2.5,1.12622,0,0,72.129,131.898,211.4083,2218.203,0,0,1.0058,0.1104,0.475,80.1996,0,0,0.5903,0.6946,1.8959,49.0838,0.017148,0.52213,-0.43524,0.08689
048.log,2.5,1.12622,0,0,81.942,140.404,212.4336,2217.8381,0,0,1.0204,0.1119,0.4797,77.4533,0,0,0.6751,0.6997,1.9136,49.9574,0.023776,0.51966,-0.43359,0.08607
049.log,2.5,1.126219,0,0,91.1449,149.6695,212.956,2217.4338,0,0,0.9804,0.1394,0.488,74.6294,0,0,0.7216,0.7203,1.9017,50.6047,0.033471,0.51695,-0.43186,0.08509
050.log,2.5,1.12622,0,12.8883,99.4455,159.9326,212.9873,2217.046,0,0.0431,0.8988,0.2037,0.4973,71.7251,0,0.5121,0.737,0.7707,1.8541,50.9456,0.046549,0.51405,-0.43006,0.08399
051.log,2.5,1.126221,0,19.6414,106.5896,170.6444,212.5152,2216.7025,0,0.0244,0.7861,0.3151,0.4941,68.7348,0,0.481,0.7327,0.8743,1.7446,50.9259,0.063336,0.51099,-0.42819,0.0828
052.log,2.5,1.12622,0,22.9225,111.7745,180.8974,211.7494,2216.3367,0,0.0132,0.6532,0.4987,0.4421,65.6541,0,0.4546,0.7198,1.0919,1.505,50.5155,0.084068,0.50784,-0.42627,0.08157
053.log,2.499999,1.12622,0,24.3767,115.2657,189.9891,211.9063,2215.9878,0,0.0062,0.5082,0.8098,0.2694,62.4934,0,0.4275,0.7104,1.5535,0.997,49.7201,0.108773,0.50465,-0.4243,0.08035
054.log,2.5,1.12622,0,24.4446,116.8838,195.4847,215.9148,2215.6302,0,0.0032,0.3645,1.1489,0.057,59.2905,0,0.3976,0.7153,2.1152,0.3552,48.5515,0.137244,0.50151,-0.42232,0.07919
055.log,2.499999,1.12622,0,0,10.611,81.232,198.4412,2218.4973,0,0,0.0493,0.2779,0.4136,106.1981,0,0,0.1081,0.4432,1.3607,42.4138,0.054391,0.53076,-0.44675,0.08401
056.log,2.5,1.12622,0,0,19.5275,75.0698,200.5752,2218.2148,0,0,0.0768,0.268,0.4249,99.4254,0,0,0.0993,0.4819,1.4193,40.6383,0.056009,0.52823,-0.44535,0.08288
057.log,2.5,1.12622,0,0,25.4342,71.622,202.7303,2217.8373,0,0,0.152,0.2466,0.4338,92.6825,0,0,0.1029,0.5473,1.4652,39.1198,0.059662,0.52548,-0.44373,0.08175
058.log,2.5,1.12622,0,0,28.8128,73.1803,204.8872,2217.3646,0,0,0.2548,0.2177,0.4386,86.0855,0,0,0.1262,0.6216,1.4916,37.8861,0.065893,0.52256,-0.4419,0.08066
059.log,2.5,1.126219,0,0,30.6869,80.4385,207.0628,2216.8359,0,0,0.322,0.2107,0.4381,79.7899,0,0,0.1643,0.6879,1.4927,36.9242,0.075388,0.51951,-0.43989,0.07962
060.log,2.499999,1.126221,0,0,32.6842,92.1295,209.3552,2216.2403,0,0,0.3456,0.2312,0.4318,73.8637,0,0,0.2062,0.7565,1.4614,36.2468,0.089094,0.51638,-0.43773,0.07865
061.log,2.5,1.12622,0,0,35.0243,108.1038,211.7385,2215.591,0,0,0.3516,0.2709,0.4189,68.3736,0,0,0.2517,0.8321,1.392,35.8382,0.107962,0.5132,-0.43546,0.07774
062.log,2.5,1.12622,0,0,37.8864,127.2297,214.2897,2214.8888,0,0,0.3538,0.3271,0.3944,63.379,0,0,0.3053,0.9124,1.274,35.6858,0.133593,0.50998,-0.43313,0.07685
063.log,2.5,1.12622,0,0,41.3557,150.9801,217.468,2214.1926,0,0,0.3513,0.4112,0.3472,58.9625,0,0,0.3673,1.0222,1.0833,35.7379,0.168302,0.50673,-0.43081,0.07592
064.log,2.499999,1.12622,0,0,45.2988,177.0991,222.1097,2213.5578,0,0,0.3434,0.556,0.2438,55.0984,0,0,0.4277,1.228,0.757,35.9907,0.214684,0.50347,-0.42857,0.0749
065.log,2.5,1.12622,0,0,49.4101,201.7353,234.1609,2212.9736,0,0,0.3344,0.7764,0.0666,51.7267,0,0,0.4784,1.6098,0.2322,36.4531,0.276483,0.50018,-0.42652,0.07366
066.log,2.5,1.12622,0,0,52.6954,213.0244,263.69,2212.4213,0,0,0.3321,0.7258,0.151,48.7465,0,0,0.511,1.4743,0.2279,37.2007,0.358684,0.49699,-0.42438,0.07261
067.log,2.5,1.12622,0,0,53.8722,217.0725,304.5278,2212.0058,0,0,0.3435,0.6083,0.2722,46.0168,0,0,0.5283,1.2083,0.3866,38.3161,0.46702,0.49376,-0.42305,0.07071
068.log,2.500001,1.126221,0,0,50.8972,218.7027,351.0401,2211.8218,0,0,0.3751,0.4931,0.3381,43.348,0,0,0.5411,1.0043,0.5513,39.9827,0.607626,0.49071,-0.42233,0.06838
069.log,2.5,1.12622,0,0,39.7309,217.947,399.6622,2211.817,0,0,0.4307,0.3602,0.3458,40.6082,0,0,0.5663,0.83,0.7795,42.5188,0.786088,0.48806,-0.42237,0.06569
070.log,2.499999,1.12622,0,0,0,214.372,449.3235,2212.0923,0,0,0,0.2182,0.2951,37.7488,0,0,0,0.6599,1.1203,46.3283,1.005544,0.4861,-0.4233,0.0628
071.log,2.5,1.12622,0,0,0,206.8973,496.8243,2212.6123,0,0,0,0.1019,0.1967,34.8372,0,0,0,0.4847,1.5891,51.764,1.26447,0.48521,-0.42521,0.06
072.log,2.5,1.12622,0,0,0,195.1847,540.8,2213.4301,0,0,0,0.0439,0.0915,32.1239,0,0,0,0.3131,2.1672,58.9588,1.553987,0.48576,-0.42807,0.05769
073.log,2.499999,1.12622,0,0,10.611,81.232,198.4412,2218.4973,0,0,0.0493,0.2779,0.4136,106.1981,0,0,0.1081,0.4432,1.3607,42.4138,0.054391,0.53076,-0.44675,0.08401
074.log,2.5,1.12622,0,0,18.8901,70.2046,201.7924,2217.6557,0,0,0.0788,0.2689,0.4171,97.1534,0,0,0.1006,0.4838,1.4568,39.2577,0.065102,0.52641,-0.4453,0.08111
075.log,2.5,1.126219,0,0,24.8771,60.5924,204.9561,2216.8525,0,0,0.1485,0.2648,0.4167,87.8699,0,0,0.1099,0.5476,1.5119,36.061,0.07821,0.52234,-0.44375,0.07859
076.log,2.499999,1.126219,0,0,24.5717,59.0701,207.9908,2216.1031,0,0,0.2539,0.2576,0.4088,78.7521,0,0,0.1338,0.619,1.5093,32.9282,0.094661,0.51871,-0.44217,0.07654
077.log,2.5,1.126221,0,0,19.5667,67.8147,210.8782,2215.4126,0,0,0.2956,0.2946,0.3931,70.1128,0,0,0.1434,0.6955,1.4366,29.9396,0.115391,0.51567,-0.44066,0.07501
078.log,2.5,1.12622,0,0,17.5135,83.0706,213.7213,2214.8337,0,0,0.2992,0.3619,0.3646,62.3858,0,0,0.1337,0.8041,1.2849,27.1953,0.141918,0.51341,-0.43938,0.07403
079.log,2.499999,1.12622,0,0,18.3319,101.7952,216.8283,2214.2939,0,0,0.3194,0.444,0.3182,55.8069,0,0,0.1278,0.8956,1.0545,24.7914,0.176228,0.51204,-0.43848,0.07356
080.log,2.5,1.126221,0,0,21.9172,125.5186,221.114,2213.7965,0,0,0.3636,0.5373,0.2502,50.7323,0,0,0.1308,0.9496,0.756,22.8255,0.220534,0.51167,-0.43812,0.07355
081.log,2.5,1.12622,0,0,26.0581,151.9128,227.9298,2213.3901,0,0,0.4303,0.619,0.1715,47.3481,0,0,0.142,0.9434,0.4288,21.4049,0.278884,0.51235,-0.43847,0.07388
082.log,2.499999,1.126219,0,0,33.3021,177.7371,241.6847,2213.0988,0,0,0.5078,0.621,0.1401,45.6522,0,0,0.1529,0.8475,0.1754,20.7054,0.356625,0.5141,-0.43976,0.07434
083.log,2.5,1.12622,0,0,44.5268,196.5398,270.0952,2212.8424,0,0,0.6016,0.4679,0.2193,45.4483,0,0,0.1585,0.6162,0.1582,20.9836,0.461142,0.51688,-0.44218,0.0747
084.log,2.500001,1.12622,0,0,61.7618,206.7043,313.7207,2212.6881,0,0,0.7338,0.2964,0.2812,46.3229,0,0,0.1545,0.4261,0.3471,22.6384,0.602627,0.52075,-0.44561,0.07514
085.log,2.5,1.126221,0,0,84.0456,211.5817,367.8887,2212.7001,0,0,0.9476,0.1794,0.2557,47.6183,0,0,0.1486,0.3966,0.771,26.278,0.794408,0.52534,-0.45104,0.0743
086.log,2.499999,1.12622,0,0,100.8954,211.5785,420.402,2212.8704,0,0,1.2521,0.1034,0.168,48.5881,0,0,0.1609,0.4974,1.599,32.8763,1.052164,0.53066,-0.45829,0.07237
087.log,2.5,1.12622,0,0,127.7913,206.1567,475.8532,2213.3352,0,0,1.6244,0.0778,0.1034,48.5749,0,0,0.2412,0.6258,3.0435,43.855,1.389496,0.53661,-0.46743,0.06918
088.log,2.499999,1.12622,0,0,153.3124,204.9207,532.1609,2214.1316,0,0,1.5289,0.5865,0.1456,47.2569,0,0,0.7273,0.4102,5.3487,61.0422,1.817381,0.54345,-0.47739,0.06606
089.log,2.499999,1.12622,0,0,124.5061,240.5248,580.8609,2215.4888,0,0,1.0143,1.5423,0.4142,44.926,0,0,1.2165,0.2256,8.9004,86.5278,2.340804,0.55053,-0.48982,0.06071
090.log,2.5,1.12622,0,0,0,295.3558,618.371,2217.5999,0,0,0,1.8594,1.1071,42.7232,0,0,0,0.4101,14.2082,122.0215,2.950086,0.55828,-0.50315,0.05513
001.log,2.6,1.12639,0,12.0285,63.635,122.184,136.1547,2220.8098,0,0.0402,0.787,0.9386,0.5205,103.8575,0,0.1698,1.1168,0.7173,1.0816,41.6721,-0.12426,0.53842,-0.44887,0.08955
002.log,2.6,1.12639,0,11.3077,75.4452,125.7789,139.0806,2221.5893,0,0.0558,0.6262,1.2813,0.4821,108.0439,0,0.181,0.8371,0.9162,0.9423,43.2772,-0.136362,0.54273,-0.44981,0.09292
003.log,2.6,1.126389,0,9.7922,84.5289,129.0412,142.4438,2222.3514,0,0.0661,0.4392,1.5798,0.4738,111.1163,0,0.2015,0.5735,1.0644,0.833,44.2171,-0.146848,0.54681,-0.45059,0.09622
004.log,2.6,1.12639,0,8.1118,91.2582,132.1948,145.7303,2223.0853,0,0.072,0.2723,1.7742,0.492,113.1253,0,0.223,0.3563,1.1251,0.762,44.5288,-0.155866,0.55058,-0.45122,0.09936
005.log,2.6,1.126389,0,6.4878,96.1988,135.1781,148.698,2223.7864,0,0.0759,0.1621,1.823,0.5276,114.2037,0,0.2417,0.1986,1.0896,0.7209,44.3104,-0.163437,0.55397,-0.45171,0.10226
006.log,2.6,1.12639,0,6.0807,99.9739,137.8035,151.2853,2224.4381,0,0.0827,0.1236,1.7221,0.5716,114.5356,0,0.2493,0.1018,0.9713,0.6962,43.7059,-0.169547,0.55691,-0.45207,0.10484
007.log,2.6,1.12639,3.2388,8.2307,102.9105,139.6982,153.4583,2225.0112,0.0184,0.0775,0.1499,1.5081,0.6126,114.3192,0.3876,0.2713,0.0576,0.8019,0.674,42.8602,-0.174097,0.55936,-0.45231,0.10705
008.log,2.6,1.126389,4.5671,11.3964,105.2338,140.6232,155.1177,2225.4836,0.0317,0.0621,0.222,1.2416,0.6392,113.7909,0.3704,0.3039,0.0528,0.6202,0.6453,41.942,-0.17708,0.56126,-0.45244,0.10882
009.log,2.599999,1.12639,4.7685,13.4262,107.1451,140.4967,156.2225,2225.8431,0.0303,0.061,0.3192,0.9826,0.647,113.1762,0.3765,0.3073,0.0739,0.4598,0.6106,41.109,-0.178709,0.56258,-0.45247,0.11011
010.log,2.6,1.126389,4.9427,14.6496,108.8143,139.3552,156.7539,2226.0834,0.0269,0.0619,0.4208,0.7815,0.6407,112.6323,0.3831,0.3047,0.1073,0.3474,0.5766,40.4877,-0.179203,0.56329,-0.4524,0.11089
011.log,2.6,1.126389,4.7819,15.145,110.2427,137.0434,156.7055,2226.185,0.0237,0.0632,0.5036,0.6776,0.6287,112.28,0.3874,0.2991,0.1389,0.3063,0.5509,40.1671,-0.178408,0.56337,-0.45224,0.11113
012.log,2.600001,1.126389,4.2994,14.9894,111.4172,133.5842,156.0947,2226.1391,0.0215,0.0644,0.5387,0.708,0.6137,112.1687,0.3889,0.291,0.1523,0.356,0.536,40.1852,-0.1761,0.56281,-0.45199,0.11082
013.log,2.6,1.12639,3.3308,14.3875,112.1984,129.2201,154.9529,2225.9494,0.0217,0.0638,0.4785,0.9182,0.5954,112.283,0.3877,0.2809,0.1254,0.5131,0.5315,40.5306,-0.172416,0.56161,-0.45165,0.10996
014.log,2.600001,1.12639,0,13.4706,111.8096,124.5198,153.2573,2225.6171,0,0.0607,0.2647,1.3507,0.5735,112.5517,0,0.2682,0.05,0.7721,0.5366,41.1438,-0.167563,0.55979,-0.45121,0.10858
015.log,2.6,1.12639,0,12.5713,108.113,121.3993,151.0109,2225.1494,0,0.0554,0.1941,1.6813,0.548,112.8331,0,0.2538,0.1326,0.9056,0.5506,41.926,-0.161579,0.55738,-0.45068,0.1067
016.log,2.6,1.12639,0,12.1656,100.004,120.7933,148.2585,2224.564,0,0.0502,0.5386,1.5995,0.5199,112.9082,0,0.2378,0.4408,0.8204,0.5747,42.7356,-0.154456,0.55441,-0.45005,0.10436
017.log,2.6,1.12639,0,12.1719,88.7234,121.1826,145.0689,2223.8839,0,0.0457,0.8996,1.4577,0.493,112.5535,0,0.218,0.7235,0.7422,0.613,43.4115,-0.146179,0.55093,-0.44932,0.10161
018.log,2.6,1.12639,0,12.1817,74.6845,121.5876,141.6079,2223.1269,0,0.0398,1.1707,1.3167,0.4794,111.5361,0,0.1952,0.9464,0.68,0.6772,43.7883,-0.136778,0.547,-0.44847,0.09853
019.log,2.6,1.12639,0,12.0285,63.635,122.184,136.1547,2220.8098,0,0.0402,0.787,0.9386,0.5205,103.8575,0,0.1698,1.1168,0.7173,1.0816,41.6721,-0.12426,0.53842,-0.44887,0.08955
020.log,2.6,1.12639,0,11.7596,72.9169,125.5841,137.5814,2221.3483,0,0.0516,0.6402,1.1548,0.5259,105.039,0,0.1698,0.9185,0.8109,1.0557,42.4392,-0.133195,0.54093,-0.44915,0.09178
021.log,2.6,1.12639,0,11.1556,79.9248,128.36,138.9678,2221.8263,0,0.0625,0.4892,1.3067,0.5629,105.5638,0,0.1697,0.745,0.8602,1.0818,42.8709,-0.140755,0.54315,-0.44934,0.09381
022.log,2.6,1.12639,0,10.8667,85.2834,130.6123,140.0508,2222.2794,0,0.0741,0.3537,1.3572,0.6495,105.535,0,0.1651,0.603,0.8345,1.1879,43.0406,-0.147042,0.54505,-0.44944,0.09561
